RallyId,Player1Won,dataset_split,position,shot,prefix_sequence,win_probability_after_shot,delta_vs_previous_shot,cumulative_delta_vs_first_shot
6_1,1,train,44,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop,0.5042,0.0001,0.0111
6_1,1,train,45,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop,0.5043,0.0001,0.0111
6_1,1,train,46,Smash,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash,0.5043,0.0001,0.0112
6_1,1,train,47,Serve,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve,0.5043,-0.0,0.0112
6_1,1,train,48,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift,0.5043,0.0,0.0112
6_1,1,train,49,Clear,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear,0.5043,0.0001,0.0112
6_1,1,train,50,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop,0.5044,0.0,0.0113
6_1,1,train,51,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift,0.5044,0.0,0.0113
6_1,1,train,52,Drive,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive,0.5044,0.0,0.0113
6_1,1,train,53,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift,0.5044,0.0,0.0113
6_1,1,train,54,Cross Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift -> Cross Drop,0.5045,0.0001,0.0114
6_1,1,train,55,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift -> Cross Drop -> Drop,0.5045,0.0,0.0114
6_1,1,train,56,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift -> Cross Drop -> Drop -> Lift,0.5046,0.0,0.0115
6_1,1,train,57,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift -> Cross Drop -> Drop -> Lift -> Drop,0.5046,0.0,0.0115
6_1,1,train,58,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift -> Cross Drop -> Drop -> Lift -> Drop -> Lift,0.5046,0.0,0.0115
6_1,1,train,59,Clear,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift -> Cross Drop -> Drop -> Lift -> Drop -> Lift -> Clear,0.5047,0.0001,0.0116
6_1,1,train,60,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift -> Cross Drop -> Drop -> Lift -> Drop -> Lift -> Clear -> Drop,0.5047,0.0,0.0116
6_1,1,train,61,Fall,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash -> Drop -> Drop -> Smash -> Serve -> Lift -> Clear -> Drop -> Lift -> Drive -> Lift -> Cross Drop -> Drop -> Lift -> Drop -> Lift -> Clear -> Drop -> Fall,0.5048,0.0001,0.0117
6_2,0,train,1,Serve,Serve,0.4931,0.0,0.0
6_2,0,train,2,Lift,Serve -> Lift,0.4941,0.001,0.001
6_2,0,train,3,Drop,Serve -> Lift -> Drop,0.4943,0.0002,0.0012
6_2,0,train,4,Lift,Serve -> Lift -> Drop -> Lift,0.4948,0.0005,0.0017
6_2,0,train,5,Drop,Serve -> Lift -> Drop -> Lift -> Drop,0.4953,0.0005,0.0022
6_2,0,train,6,Net,Serve -> Lift -> Drop -> Lift -> Drop -> Net,0.4959,0.0006,0.0028
6_3,1,train,1,Drop,Drop,0.4978,0.0,0.0
6_3,1,train,2,Smash,Drop -> Smash,0.4984,0.0006,0.0006
6_3,1,train,3,Lift,Drop -> Smash -> Lift,0.4984,-0.0,0.0005
6_3,1,train,4,Cross Drop,Drop -> Smash -> Lift -> Cross Drop,0.499,0.0007,0.0012
6_3,1,train,5,Smash,Drop -> Smash -> Lift -> Cross Drop -> Smash,0.4996,0.0005,0.0017
6_3,1,train,6,Lift,Drop -> Smash -> Lift -> Cross Drop -> Smash -> Lift,0.4998,0.0003,0.002
6_3,1,train,7,Drop,Drop -> Smash -> Lift -> Cross Drop -> Smash -> Lift -> Drop,0.4999,0.0001,0.0021
6_3,1,train,8,Drop,Drop -> Smash -> Lift -> Cross Drop -> Smash -> Lift -> Drop -> Drop,0.5001,0.0001,0.0022
6_3,1,train,9,Lift,Drop -> Smash -> Lift -> Cross Drop -> Smash -> Lift -> Drop -> Drop -> Lift,0.5003,0.0002,0.0024
6_3,1,train,10,Drop,Drop -> Smash -> Lift -> Cross Drop -> Smash -> Lift -> Drop -> Drop -> Lift -> Drop,0.5004,0.0002,0.0026
6_3,1,train,11,Serve,Drop -> Smash -> Lift -> Cross Drop -> Smash -> Lift -> Drop -> Drop -> Lift -> Drop -> Serve,0.5003,-0.0001,0.0025
6_3,1,train,12,Miss,Drop -> Smash -> Lift -> Cross Drop -> Smash -> Lift -> Drop -> Drop -> Lift -> Drop -> Serve -> Miss,0.5005,0.0001,0.0026
6_4,0,train,1,Drop,Drop,0.4978,0.0,0.0
6_4,0,train,2,Smash,Drop -> Smash,0.4984,0.0006,0.0006
6_4,0,train,3,Drop,Drop -> Smash -> Drop,0.4981,-0.0003,0.0003
6_4,0,train,4,Lift,Drop -> Smash -> Drop -> Lift,0.4982,0.0,0.0003
6_4,0,train,5,Drop,Drop -> Smash -> Drop -> Lift -> Drop,0.4983,0.0001,0.0004
6_4,0,train,6,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift,0.4985,0.0002,0.0007
6_4,0,train,7,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash,0.499,0.0005,0.0012
6_4,0,train,8,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift,0.4994,0.0004,0.0016
6_4,0,train,9,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop,0.4997,0.0003,0.0019
6_4,0,train,10,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop,0.5,0.0003,0.0022
6_4,0,train,11,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash,0.5005,0.0004,0.0026
6_4,0,train,12,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop,0.5008,0.0003,0.003
6_4,0,train,13,Clear,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear,0.5013,0.0005,0.0035
6_4,0,train,14,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop,0.5017,0.0004,0.0039
6_4,0,train,15,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash,0.5021,0.0004,0.0043
6_4,0,train,16,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop,0.5024,0.0003,0.0045
6_4,0,train,17,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash,0.5027,0.0003,0.0049
6_4,0,train,18,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop,0.5029,0.0002,0.0051
6_4,0,train,19,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash,0.5032,0.0003,0.0053
6_4,0,train,20,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop,0.5034,0.0002,0.0055
6_4,0,train,21,Clear,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear,0.5037,0.0003,0.0058
6_4,0,train,22,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop,0.5039,0.0002,0.006
6_4,0,train,23,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift,0.504,0.0002,0.0062
6_4,0,train,24,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop,0.5041,0.0001,0.0063
6_4,0,train,25,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift,0.5042,0.0001,0.0064
6_4,0,train,26,Cross Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop,0.5044,0.0002,0.0066
6_4,0,train,27,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift,0.5046,0.0001,0.0067
6_4,0,train,28,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop,0.5046,0.0001,0.0068
6_4,0,train,29,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash,0.5048,0.0001,0.0069
6_4,0,train,30,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift,0.5048,0.0001,0.007
6_4,0,train,31,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop,0.5049,0.0001,0.0071
6_4,0,train,32,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash,0.505,0.0001,0.0071
6_4,0,train,33,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop,0.505,0.0001,0.0072
6_4,0,train,34,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift,0.5051,0.0,0.0073
6_4,0,train,35,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop,0.5051,0.0,0.0073
6_4,0,train,36,Clear,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear,0.5052,0.0001,0.0074
6_4,0,train,37,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop,0.5053,0.0001,0.0074
6_4,0,train,38,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash,0.5054,0.0001,0.0075
6_4,0,train,39,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop,0.5054,0.0001,0.0076
6_4,0,train,40,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop,0.5055,0.0,0.0076
6_4,0,train,41,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop -> Drop,0.5055,0.0,0.0077
6_4,0,train,42,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop -> Drop -> Lift,0.5055,0.0,0.0077
6_4,0,train,43,Cross Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop -> Drop -> Lift -> Cross Drop,0.5056,0.0001,0.0078
6_4,0,train,44,Lift,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop -> Drop -> Lift -> Cross Drop -> Lift,0.5057,0.0001,0.0078
6_4,0,train,45,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop -> Drop -> Lift -> Cross Drop -> Lift -> Smash,0.5057,0.0001,0.0079
6_4,0,train,46,Smash,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop -> Drop -> Lift -> Cross Drop -> Lift -> Smash -> Smash,0.5058,0.0001,0.008
6_4,0,train,47,Drive,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop -> Drop -> Lift -> Cross Drop -> Lift -> Smash -> Smash -> Drive,0.5058,0.0,0.008
6_4,0,train,48,Drop,Drop -> Smash -> Drop -> Lift -> Drop -> Lift -> Smash -> Lift -> Drop -> Drop -> Smash -> Drop -> Clear -> Drop -> Smash -> Drop -> Smash -> Drop -> Smash -> Drop -> Clear -> Drop -> Lift -> Drop -> Lift -> Cross Drop -> Lift -> Drop -> Smash -> Lift -> Drop -> Smash -> Drop -> Lift -> Drop -> Clear -> Drop -> Smash -> Drop -> Drop -> Drop -> Lift -> Cross Drop -> Lift -> Smash -> Smash -> Drive -> Drop,0.5059,0.0,0.008
